semilla	cp	maxdepth	minsplit	minbucket	ganancia_test
324991	-1	7	800	32	41300000
289603	-1	7	800	32	50090000
313381	-1	7	800	32	49340000
529049	-1	7	800	32	50380000
237287	-1	7	800	32	48060000
619819	-1	7	800	32	45800000
911269	-1	7	800	32	42670000
536189	-1	7	800	32	47260000
490927	-1	7	800	32	45250000
276371	-1	7	800	32	49880000
121321	-1	7	800	32	46720000
868157	-1	7	800	32	50430000
739201	-1	7	800	32	56040000
340393	-1	7	800	32	48530000
967831	-1	7	800	32	54880000
171329	-1	7	800	32	48680000
919859	-1	7	800	48	50400000
137437	-1	7	800	48	45360000
922123	-1	7	800	48	55510000
502057	-1	7	800	48	50520000
324991	-1	7	800	48	42860000
289603	-1	7	800	48	50840000
313381	-1	7	800	48	49830000
529049	-1	7	800	48	52540000
237287	-1	7	800	48	46730000
619819	-1	7	800	48	47590000
911269	-1	7	800	48	43330000
536189	-1	7	800	48	45600000
490927	-1	7	800	48	44930000
276371	-1	7	800	48	50540000
121321	-1	7	800	48	46640000
868157	-1	7	800	48	48710000
739201	-1	7	800	48	54980000
340393	-1	7	800	48	47500000
967831	-1	7	800	48	53540000
171329	-1	7	800	48	50790000
919859	-1	7	800	64	50210000
137437	-1	7	800	64	45360000
922123	-1	7	800	64	55700000
502057	-1	7	800	64	50140000
324991	-1	7	800	64	42660000
289603	-1	7	800	64	50110000
313381	-1	7	800	64	49340000
529049	-1	7	800	64	50260000
237287	-1	7	800	64	47960000
619819	-1	7	800	64	51500000
911269	-1	7	800	64	43370000
536189	-1	7	800	64	45800000
490927	-1	7	800	64	44490000
276371	-1	7	800	64	49890000
121321	-1	7	800	64	48180000
868157	-1	7	800	64	50660000
739201	-1	7	800	64	56850000
340393	-1	7	800	64	47630000
967831	-1	7	800	64	5.1e+07
171329	-1	7	800	64	51010000
919859	-1	7	800	80	49470000
137437	-1	7	800	80	43580000
922123	-1	7	800	80	54660000
502057	-1	7	800	80	48800000
324991	-1	7	800	80	44890000
289603	-1	7	800	80	50490000
313381	-1	7	800	80	48440000
529049	-1	7	800	80	49070000
237287	-1	7	800	80	48150000
619819	-1	7	800	80	52080000
911269	-1	7	800	80	44430000
536189	-1	7	800	80	45280000
490927	-1	7	800	80	43900000
276371	-1	7	800	80	50930000
121321	-1	7	800	80	49800000
868157	-1	7	800	80	48890000
739201	-1	7	800	80	58670000
340393	-1	7	800	80	48650000
967831	-1	7	800	80	51030000
171329	-1	7	800	80	49490000
919859	-0.8	7	800	32	51610000
137437	-0.8	7	800	32	45280000
922123	-0.8	7	800	32	52320000
502057	-0.8	7	800	32	49330000
324991	-0.8	7	800	32	41300000
289603	-0.8	7	800	32	50090000
313381	-0.8	7	800	32	49340000
529049	-0.8	7	800	32	50380000
237287	-0.8	7	800	32	48060000
619819	-0.8	7	800	32	45800000
911269	-0.8	7	800	32	42670000
536189	-0.8	7	800	32	47260000
490927	-0.8	7	800	32	45250000
276371	-0.8	7	800	32	49880000
121321	-0.8	7	800	32	46720000
868157	-0.8	7	800	32	50430000
739201	-0.8	7	800	32	56040000
340393	-0.8	7	800	32	48530000
967831	-0.8	7	800	32	54880000
171329	-0.8	7	800	32	48680000
919859	-0.8	7	800	48	50400000
137437	-0.8	7	800	48	45360000
922123	-0.8	7	800	48	55510000
502057	-0.8	7	800	48	50520000
324991	-0.8	7	800	48	42860000
289603	-0.8	7	800	48	50840000
313381	-0.8	7	800	48	49830000
529049	-0.8	7	800	48	52540000
237287	-0.8	7	800	48	46730000
619819	-0.8	7	800	48	47590000
911269	-0.8	7	800	48	43330000
536189	-0.8	7	800	48	45600000
490927	-0.8	7	800	48	44930000
276371	-0.8	7	800	48	50540000
121321	-0.8	7	800	48	46640000
868157	-0.8	7	800	48	48710000
739201	-0.8	7	800	48	54980000
340393	-0.8	7	800	48	47500000
967831	-0.8	7	800	48	53540000
171329	-0.8	7	800	48	50790000
919859	-0.8	7	800	64	50210000
137437	-0.8	7	800	64	45360000
922123	-0.8	7	800	64	55700000
502057	-0.8	7	800	64	50140000
324991	-0.8	7	800	64	42660000
289603	-0.8	7	800	64	50110000
313381	-0.8	7	800	64	49340000
529049	-0.8	7	800	64	50260000
237287	-0.8	7	800	64	47960000
619819	-0.8	7	800	64	51500000
911269	-0.8	7	800	64	43370000
536189	-0.8	7	800	64	45800000
490927	-0.8	7	800	64	44490000
276371	-0.8	7	800	64	49890000
121321	-0.8	7	800	64	48180000
868157	-0.8	7	800	64	50660000
739201	-0.8	7	800	64	56850000
340393	-0.8	7	800	64	47630000
967831	-0.8	7	800	64	5.1e+07
171329	-0.8	7	800	64	51010000
919859	-0.8	7	800	80	49470000
137437	-0.8	7	800	80	43580000
922123	-0.8	7	800	80	54660000
502057	-0.8	7	800	80	48800000
324991	-0.8	7	800	80	44890000
289603	-0.8	7	800	80	50490000
313381	-0.8	7	800	80	48440000
529049	-0.8	7	800	80	49070000
237287	-0.8	7	800	80	48150000
619819	-0.8	7	800	80	52080000
911269	-0.8	7	800	80	44430000
536189	-0.8	7	800	80	45280000
490927	-0.8	7	800	80	43900000
276371	-0.8	7	800	80	50930000
121321	-0.8	7	800	80	49800000
868157	-0.8	7	800	80	48890000
739201	-0.8	7	800	80	58670000
340393	-0.8	7	800	80	48650000
967831	-0.8	7	800	80	51030000
171329	-0.8	7	800	80	49490000
919859	-0.6	7	800	32	51610000
137437	-0.6	7	800	32	45280000
922123	-0.6	7	800	32	52320000
502057	-0.6	7	800	32	49330000
324991	-0.6	7	800	32	41300000
289603	-0.6	7	800	32	50090000
313381	-0.6	7	800	32	49340000
529049	-0.6	7	800	32	50380000
237287	-0.6	7	800	32	48060000
619819	-0.6	7	800	32	45800000
911269	-0.6	7	800	32	42670000
536189	-0.6	7	800	32	47260000
490927	-0.6	7	800	32	45250000
276371	-0.6	7	800	32	49880000
121321	-0.6	7	800	32	46720000
868157	-0.6	7	800	32	50430000
739201	-0.6	7	800	32	56040000
340393	-0.6	7	800	32	48530000
967831	-0.6	7	800	32	54880000
171329	-0.6	7	800	32	48680000
919859	-0.6	7	800	48	50400000
137437	-0.6	7	800	48	45360000
922123	-0.6	7	800	48	55510000
502057	-0.6	7	800	48	50520000
324991	-0.6	7	800	48	42860000
289603	-0.6	7	800	48	50840000
313381	-0.6	7	800	48	49830000
529049	-0.6	7	800	48	52540000
237287	-0.6	7	800	48	46730000
619819	-0.6	7	800	48	47590000
911269	-0.6	7	800	48	43330000
536189	-0.6	7	800	48	45600000
490927	-0.6	7	800	48	44930000
276371	-0.6	7	800	48	50540000
121321	-0.6	7	800	48	46640000
868157	-0.6	7	800	48	48710000
739201	-0.6	7	800	48	54980000
340393	-0.6	7	800	48	47500000
967831	-0.6	7	800	48	53540000
171329	-0.6	7	800	48	50790000
919859	-0.6	7	800	64	50210000
137437	-0.6	7	800	64	45360000
922123	-0.6	7	800	64	55700000
502057	-0.6	7	800	64	50140000
324991	-0.6	7	800	64	42660000
289603	-0.6	7	800	64	50110000
313381	-0.6	7	800	64	49340000
529049	-0.6	7	800	64	50260000
237287	-0.6	7	800	64	47960000
619819	-0.6	7	800	64	51500000
911269	-0.6	7	800	64	43370000
536189	-0.6	7	800	64	45800000
490927	-0.6	7	800	64	44490000
276371	-0.6	7	800	64	49890000
121321	-0.6	7	800	64	48180000
868157	-0.6	7	800	64	50660000
739201	-0.6	7	800	64	56850000
340393	-0.6	7	800	64	47630000
967831	-0.6	7	800	64	5.1e+07
171329	-0.6	7	800	64	51010000
919859	-0.6	7	800	80	49470000
137437	-0.6	7	800	80	43580000
922123	-0.6	7	800	80	54660000
502057	-0.6	7	800	80	48800000
324991	-0.6	7	800	80	44890000
289603	-0.6	7	800	80	50490000
313381	-0.6	7	800	80	48440000
529049	-0.6	7	800	80	49070000
237287	-0.6	7	800	80	48150000
619819	-0.6	7	800	80	52080000
911269	-0.6	7	800	80	44430000
536189	-0.6	7	800	80	45280000
490927	-0.6	7	800	80	43900000
276371	-0.6	7	800	80	50930000
121321	-0.6	7	800	80	49800000
868157	-0.6	7	800	80	48890000
739201	-0.6	7	800	80	58670000
340393	-0.6	7	800	80	48650000
967831	-0.6	7	800	80	51030000
171329	-0.6	7	800	80	49490000
919859	-1	8	800	32	52540000
137437	-1	8	800	32	46930000
922123	-1	8	800	32	51640000
502057	-1	8	800	32	48020000
324991	-1	8	800	32	43130000
289603	-1	8	800	32	50590000
313381	-1	8	800	32	49260000
529049	-1	8	800	32	48790000
237287	-1	8	800	32	47290000
619819	-1	8	800	32	48420000
911269	-1	8	800	32	43410000
536189	-1	8	800	32	45470000
490927	-1	8	800	32	44750000
276371	-1	8	800	32	47880000
121321	-1	8	800	32	46830000
868157	-1	8	800	32	48960000
739201	-1	8	800	32	53820000
340393	-1	8	800	32	48180000
967831	-1	8	800	32	55440000
171329	-1	8	800	32	48900000
919859	-1	8	800	48	51770000
137437	-1	8	800	48	48070000
922123	-1	8	800	48	5.4e+07
502057	-1	8	800	48	48690000
324991	-1	8	800	48	45140000
289603	-1	8	800	48	49820000
313381	-1	8	800	48	47010000
529049	-1	8	800	48	50530000
237287	-1	8	800	48	47400000
619819	-1	8	800	48	47490000
911269	-1	8	800	48	44110000
536189	-1	8	800	48	46550000
490927	-1	8	800	48	44510000
276371	-1	8	800	48	48310000
121321	-1	8	800	48	47790000
868157	-1	8	800	48	47180000
739201	-1	8	800	48	52840000
340393	-1	8	800	48	45560000
967831	-1	8	800	48	54070000
171329	-1	8	800	48	49580000
919859	-1	8	800	64	51580000
137437	-1	8	800	64	48190000
922123	-1	8	800	64	53310000
502057	-1	8	800	64	48700000
324991	-1	8	800	64	44620000
289603	-1	8	800	64	50170000
313381	-1	8	800	64	46890000
529049	-1	8	800	64	50360000
237287	-1	8	800	64	48170000
619819	-1	8	800	64	47860000
911269	-1	8	800	64	44100000
536189	-1	8	800	64	46750000
490927	-1	8	800	64	45380000
276371	-1	8	800	64	48090000
121321	-1	8	800	64	48770000
868157	-1	8	800	64	47490000
739201	-1	8	800	64	55670000
340393	-1	8	800	64	45340000
967831	-1	8	800	64	51980000
171329	-1	8	800	64	49290000
919859	-1	8	800	80	50840000
137437	-1	8	800	80	45700000
922123	-1	8	800	80	53900000
502057	-1	8	800	80	48120000
324991	-1	8	800	80	44610000
289603	-1	8	800	80	46850000
313381	-1	8	800	80	47680000
529049	-1	8	800	80	47660000
237287	-1	8	800	80	47970000
619819	-1	8	800	80	48340000
911269	-1	8	800	80	45130000
536189	-1	8	800	80	45700000
490927	-1	8	800	80	43580000
276371	-1	8	800	80	49370000
121321	-1	8	800	80	48670000
868157	-1	8	800	80	4.7e+07
739201	-1	8	800	80	53540000
340393	-1	8	800	80	45390000
967831	-1	8	800	80	52010000
171329	-1	8	800	80	49120000
919859	-0.8	8	800	32	52540000
137437	-0.8	8	800	32	46930000
922123	-0.8	8	800	32	51640000
502057	-0.8	8	800	32	48020000
324991	-0.8	8	800	32	43130000
289603	-0.8	8	800	32	50590000
313381	-0.8	8	800	32	49260000
529049	-0.8	8	800	32	48790000
237287	-0.8	8	800	32	47290000
619819	-0.8	8	800	32	48420000
911269	-0.8	8	800	32	43410000
536189	-0.8	8	800	32	45470000
490927	-0.8	8	800	32	44750000
276371	-0.8	8	800	32	47880000
121321	-0.8	8	800	32	46830000
868157	-0.8	8	800	32	48960000
739201	-0.8	8	800	32	53820000
340393	-0.8	8	800	32	48180000
967831	-0.8	8	800	32	55440000
171329	-0.8	8	800	32	48900000
919859	-0.8	8	800	48	51770000
137437	-0.8	8	800	48	48070000
922123	-0.8	8	800	48	5.4e+07
502057	-0.8	8	800	48	48690000
324991	-0.8	8	800	48	45140000
289603	-0.8	8	800	48	49820000
313381	-0.8	8	800	48	47010000
529049	-0.8	8	800	48	50530000
237287	-0.8	8	800	48	47400000
619819	-0.8	8	800	48	47490000
911269	-0.8	8	800	48	44110000
536189	-0.8	8	800	48	46550000
490927	-0.8	8	800	48	44510000
276371	-0.8	8	800	48	48310000
121321	-0.8	8	800	48	47790000
868157	-0.8	8	800	48	47180000
739201	-0.8	8	800	48	52840000
340393	-0.8	8	800	48	45560000
967831	-0.8	8	800	48	54070000
171329	-0.8	8	800	48	49580000
919859	-0.8	8	800	64	51580000
137437	-0.8	8	800	64	48190000
922123	-0.8	8	800	64	53310000
502057	-0.8	8	800	64	48700000
324991	-0.8	8	800	64	44620000
289603	-0.8	8	800	64	50170000
313381	-0.8	8	800	64	46890000
529049	-0.8	8	800	64	50360000
237287	-0.8	8	800	64	48170000
619819	-0.8	8	800	64	47860000
911269	-0.8	8	800	64	44100000
536189	-0.8	8	800	64	46750000
490927	-0.8	8	800	64	45380000
276371	-0.8	8	800	64	48090000
121321	-0.8	8	800	64	48770000
868157	-0.8	8	800	64	47490000
739201	-0.8	8	800	64	55670000
340393	-0.8	8	800	64	45340000
967831	-0.8	8	800	64	51980000
171329	-0.8	8	800	64	49290000
919859	-0.8	8	800	80	50840000
137437	-0.8	8	800	80	45700000
922123	-0.8	8	800	80	53900000
502057	-0.8	8	800	80	48120000
324991	-0.8	8	800	80	44610000
289603	-0.8	8	800	80	46850000
313381	-0.8	8	800	80	47680000
529049	-0.8	8	800	80	47660000
237287	-0.8	8	800	80	47970000
619819	-0.8	8	800	80	48340000
911269	-0.8	8	800	80	45130000
536189	-0.8	8	800	80	45700000
490927	-0.8	8	800	80	43580000
276371	-0.8	8	800	80	49370000
121321	-0.8	8	800	80	48670000
868157	-0.8	8	800	80	4.7e+07
739201	-0.8	8	800	80	53540000
340393	-0.8	8	800	80	45390000
967831	-0.8	8	800	80	52010000
171329	-0.8	8	800	80	49120000
919859	-0.6	8	800	32	52540000
137437	-0.6	8	800	32	46930000
922123	-0.6	8	800	32	51640000
502057	-0.6	8	800	32	48020000
324991	-0.6	8	800	32	43130000
289603	-0.6	8	800	32	50590000
313381	-0.6	8	800	32	49260000
529049	-0.6	8	800	32	48790000
237287	-0.6	8	800	32	47290000
619819	-0.6	8	800	32	48420000
911269	-0.6	8	800	32	43410000
536189	-0.6	8	800	32	45470000
490927	-0.6	8	800	32	44750000
276371	-0.6	8	800	32	47880000
121321	-0.6	8	800	32	46830000
868157	-0.6	8	800	32	48960000
739201	-0.6	8	800	32	53820000
340393	-0.6	8	800	32	48180000
967831	-0.6	8	800	32	55440000
171329	-0.6	8	800	32	48900000
919859	-0.6	8	800	48	51770000
137437	-0.6	8	800	48	48070000
922123	-0.6	8	800	48	5.4e+07
502057	-0.6	8	800	48	48690000
324991	-0.6	8	800	48	45140000
289603	-0.6	8	800	48	49820000
313381	-0.6	8	800	48	47010000
529049	-0.6	8	800	48	50530000
237287	-0.6	8	800	48	47400000
619819	-0.6	8	800	48	47490000
911269	-0.6	8	800	48	44110000
536189	-0.6	8	800	48	46550000
490927	-0.6	8	800	48	44510000
276371	-0.6	8	800	48	48310000
121321	-0.6	8	800	48	47790000
868157	-0.6	8	800	48	47180000
739201	-0.6	8	800	48	52840000
340393	-0.6	8	800	48	45560000
967831	-0.6	8	800	48	54070000
171329	-0.6	8	800	48	49580000
919859	-0.6	8	800	64	51580000
137437	-0.6	8	800	64	48190000
922123	-0.6	8	800	64	53310000
502057	-0.6	8	800	64	48700000
324991	-0.6	8	800	64	44620000
289603	-0.6	8	800	64	50170000
313381	-0.6	8	800	64	46890000
529049	-0.6	8	800	64	50360000
237287	-0.6	8	800	64	48170000
619819	-0.6	8	800	64	47860000
911269	-0.6	8	800	64	44100000
536189	-0.6	8	800	64	46750000
490927	-0.6	8	800	64	45380000
276371	-0.6	8	800	64	48090000
121321	-0.6	8	800	64	48770000
868157	-0.6	8	800	64	47490000
739201	-0.6	8	800	64	55670000
340393	-0.6	8	800	64	45340000
967831	-0.6	8	800	64	51980000
171329	-0.6	8	800	64	49290000
919859	-0.6	8	800	80	50840000
137437	-0.6	8	800	80	45700000
922123	-0.6	8	800	80	53900000
502057	-0.6	8	800	80	48120000
324991	-0.6	8	800	80	44610000
289603	-0.6	8	800	80	46850000
313381	-0.6	8	800	80	47680000
529049	-0.6	8	800	80	47660000
237287	-0.6	8	800	80	47970000
619819	-0.6	8	800	80	48340000
911269	-0.6	8	800	80	45130000
536189	-0.6	8	800	80	45700000
490927	-0.6	8	800	80	43580000
276371	-0.6	8	800	80	49370000
121321	-0.6	8	800	80	48670000
868157	-0.6	8	800	80	4.7e+07
739201	-0.6	8	800	80	53540000
340393	-0.6	8	800	80	45390000
967831	-0.6	8	800	80	52010000
171329	-0.6	8	800	80	49120000
